"","mean","sd","2.5%","97.5%"
"alpha1",0.6087493275,0.186288745166005,0.29287355,1.0022815
"alpha2",0.991286746083333,0.407758076689939,0.28463765,1.86219075
"delta",0.4070800485975,0.306319945759568,0.0186938625,1.11537875
"lambda",0.796034485,0.251669241588739,0.3573652,1.31140125
"mu",0.115611031916667,0.0172625004957304,0.084933445,0.152261575
"sigma1",0.496949101666667,0.0474080913531589,0.4165629,0.60449495
"sigma2",1.32522949666667,0.136373133622175,1.106054,1.62403475
"sigma3",2.89264568333333,0.270704109458583,2.4009225,3.46035675
