Branched_timeinflux,170.607095470479,17.7435382652054,9.18845284669616
Linear_timeinflux,175.967638646547,18.1264006546835,10.2893413715709
Null_timeinflux,177.017862386606,17.3881185157859,7.87993981043235
Branched_timeloss,229.361897737246,25.9741034999939,8.17388513874166
Linear_timeloss,253.365722644679,23.6516316514236,8.30180958942809
Null_timeloss,238.945700430599,25.676491613639,7.80110519772931
Branched_neutral,247.192620650824,25.1879842983353,7.18969892629507
Linear_neutral,249.852849442268,24.8505227421955,7.29143061253651
Null_neutral,256.79753571659,24.8013835086907,6.93545789191691
Branched_timeinflux,167.352272301191,17.7605445173407,7.95592091866163
