"","mean","sd","2.5%","97.5%"
"alpha1",0.00943557025,0.00620780189735164,0.00404947025,0.02637574
"alpha2",0.0135502818833333,0.00395213148372246,0.00759637225,0.023518775
"delta",0.218747819833333,0.0702547053606251,0.107569025,0.38282355
"lambda",0.171125988008333,0.142546906085143,0.0473202775,0.58017085
"mu",0.9572343425,0.213761652755027,0.60630525,1.4481225
"sigma1",0.606208258333333,0.0580978290899416,0.503005075,0.7276831
"sigma2",1.01358226666667,0.0976277345803604,0.849080075,1.214523
"sigma3",1.14841501916667,0.108087688481382,0.955649325,1.38755475
