"","mean","sd","2.5%","97.5%"
"alpha1",0.412403539731,0.315073732346361,0.012699475,1.19121
"alpha2",0.01414971445,0.00361005845435212,0.008657282,0.0227125225
"delta",0.2966405825,0.0663098118201674,0.1825457,0.443294
"lambda",0.00145764350956,0.00138729135368993,3.94747875e-05,0.00517454175
"mu",1.429091457,0.263747435792875,0.9737255,2.0139135
"sigma1",0.5890038245,0.0647553307927289,0.479030925,0.73158235
"sigma2",0.789533901,0.0828826308098759,0.647920075,0.9754768
"sigma3",0.9816641275,0.105763443135018,0.801554225,1.2166625
