"","mean","sd","2.5%","97.5%"
"alpha1",0.03567619856,0.0131039346603303,0.015002065,0.06514501
"alpha2",0.01930776215,0.00351627417009141,0.01326183,0.0270114225
"delta",0.6229086775,0.108189853186312,0.434990975,0.861137875
"lambda",0.860933348,0.317368270745139,0.368826175,1.59208
"mu",1.98559861,0.262326695692231,1.51737525,2.5399075
"nu",0.004725125925,0.00198995919925862,0.00222150875,0.00960572125
"sigma1",0.434824629,0.0418496255090172,0.36396385,0.530142875
"sigma2",0.728583209,0.0695025695384677,0.607168475,0.879338475
"sigma3",0.8001098715,0.0761096009704093,0.667641675,0.968414275
